          0.000	  1.022	 -0.018	 -0.103	  1.045	 -0.330	  0.484
          0.010	  1.020	 -0.018	 -0.105	  1.091	  0.027	  0.484
          0.020	  1.020	 -0.020	 -0.105	  1.025	  0.325	  0.407
          0.030	  1.020	 -0.020	 -0.105	  0.877	  0.629	  0.332
          0.040	  1.020	 -0.023	 -0.105	  0.725	  1.006	  0.345
          0.050	  1.020	 -0.023	 -0.105	  0.495	  1.436	  0.234
          0.060	  1.022	 -0.023	 -0.103	  0.402	  1.800	  0.228
          0.070	  1.022	 -0.023	 -0.100	  0.429	  1.999	  0.207
          0.080	  1.025	 -0.020	 -0.100	  0.495	  2.145	  0.186
          0.090	  1.028	 -0.015	 -0.097	  0.616	  2.197	  0.200
          0.100	  1.031	 -0.012	 -0.100	  0.858	  2.137	  0.111
          0.110	  1.031	 -0.009	 -0.100	  1.185	  2.145	  0.056
          0.120	  1.028	 -0.006	 -0.100	  1.396	  2.296	 -0.048
          0.130	  1.028	 -0.009	 -0.100	  1.657	  2.322	 -0.130
          0.140	  1.028	 -0.009	 -0.100	  1.789	  2.322	 -0.173
          0.150	  1.031	 -0.012	 -0.100	  2.011	  2.211	 -0.262
          0.160	  1.034	 -0.015	 -0.097	  2.226	  1.900	 -0.337
          0.170	  1.034	 -0.015	 -0.097	  2.596	  1.575	 -0.407
          0.180	  1.034	 -0.015	 -0.094	  3.080	  1.357	 -0.455
          0.190	  1.034	 -0.012	 -0.097	  3.489	  1.204	 -0.551
          0.200	  1.031	 -0.012	 -0.100	  3.832	  1.231	 -0.531
          0.210	  1.031	 -0.012	 -0.100	  4.046	  1.344	 -0.551
          0.220	  1.028	 -0.015	 -0.100	  4.171	  1.569	 -0.580
          0.230	  1.028	 -0.015	 -0.100	  4.300	  1.760	 -0.594
          0.240	  1.028	 -0.018	 -0.100	  4.339	  1.952	 -0.703
          0.250	  1.028	 -0.020	 -0.097	  4.385	  2.044	 -0.869
          0.260	  1.028	 -0.023	 -0.094	  4.362	  2.058	 -1.083
          0.270	  1.028	 -0.023	 -0.097	  4.300	  2.011	 -1.235
          0.280	  1.028	 -0.023	 -0.094	  4.179	  1.925	 -1.297
          0.290	  1.028	 -0.023	 -0.094	  4.003	  1.807	 -1.263
          0.300	  1.028	 -0.020	 -0.094	  3.758	  1.674	 -1.042
          0.310	  1.025	 -0.018	 -0.091	  3.543	  1.529	 -0.780
          0.320	  1.025	 -0.015	 -0.091	  3.267	  1.363	 -0.407
          0.330	  1.028	 -0.012	 -0.085	  3.107	  1.303	 -0.062
          0.340	  1.028	 -0.012	 -0.085	  3.017	  1.198	  0.304
          0.350	  1.034	 -0.009	 -0.082	  3.193	  0.959	  0.539
          0.360	  1.037	 -0.009	 -0.082	  3.610	  0.702	  0.711
          0.370	  1.043	 -0.006	 -0.079	  4.113	  0.477	  0.842
          0.380	  1.046	 -0.006	 -0.076	  4.366	  0.378	  0.939
          0.390	  1.046	 -0.006	 -0.079	  4.483	  0.265	  1.083
          0.400	  1.046	 -0.003	 -0.079	  4.502	  0.239	  1.201
          0.410	  1.043	 -0.003	 -0.079	  4.549	  0.239	  1.270
          0.420	  1.040	 -0.006	 -0.076	  4.596	  0.212	  1.374
          0.430	  1.040	 -0.009	 -0.076	  4.650	  0.100	  1.463
          0.440	  1.040	 -0.012	 -0.073	  4.635	 -0.138	  1.533
          0.450	  1.037	 -0.012	 -0.073	  4.467	 -0.641	  1.704
          0.460	  1.037	 -0.009	 -0.070	  4.420	 -1.230	  1.891
          0.470	  1.037	 -0.009	 -0.076	  4.339	 -1.627	  2.050
          0.480	  1.037	 -0.006	 -0.079	  4.214	 -1.826	  2.029
          0.490	  1.040	 -0.009	 -0.079	  3.992	 -1.859	  1.974
          0.500	  1.037	 -0.012	 -0.079	  3.668	 -1.878	  1.856
          0.510	  1.034	 -0.012	 -0.076	  3.259	 -2.064	  1.822
          0.520	  1.031	 -0.012	 -0.076	  2.857	 -2.382	  1.801
          0.530	  1.031	 -0.015	 -0.076	  2.390	 -2.580	  1.870
          0.540	  1.028	 -0.015	 -0.073	  1.957	 -2.732	  1.933
          0.550	  1.022	 -0.015	 -0.076	  1.563	 -2.957	  1.856
          0.560	  1.022	 -0.015	 -0.076	  1.329	 -3.076	  1.747
          0.570	  1.020	 -0.018	 -0.076	  1.033	 -2.924	  1.588
          0.580	  1.020	 -0.018	 -0.076	  0.616	 -2.619	  1.490
          0.590	  1.022	 -0.023	 -0.073	 -0.035	 -2.348	  1.408
          0.600	  1.020	 -0.026	 -0.070	 -0.955	 -2.090	  1.360
          0.610	  1.022	 -0.032	 -0.067	 -2.062	 -1.991	  1.319
          0.620	  1.025	 -0.035	 -0.062	 -3.290	 -1.839	  1.235
          0.630	  1.028	 -0.038	 -0.056	 -4.584	 -1.938	  1.083
          0.640	  1.034	 -0.038	 -0.062	 -5.750	 -2.111	  0.669
