          0.000	  1.049	 -0.085	 -0.352	 -6.726	  2.171	 -9.026
          0.010	  1.063	 -0.056	 -0.311	 -9.609	 -0.472	 -6.829
          0.020	  1.072	 -0.032	 -0.299	-13.589	 -2.930	 -3.262
          0.030	  1.107	  0.012	 -0.296	-17.816	 -2.244	  1.721
          0.040	  1.107	  0.064	 -0.264	-20.574	 -0.326	  7.403
          0.050	  1.110	  0.076	 -0.240	-21.218	  0.287	 13.009
          0.060	  1.061	  0.064	 -0.255	-20.482	  0.813	 17.791
          0.070	  1.022	  0.047	 -0.258	-19.337	  2.271	 20.732
          0.080	  0.955	 -0.012	 -0.249	-18.295	  2.918	 21.729
          0.090	  0.940	 -0.056	 -0.229	-17.617	  1.972	 21.050
          0.100	  0.908	 -0.067	 -0.226	-17.272	  0.799	 19.464
          0.110	  0.873	 -0.073	 -0.231	-17.012	 -0.326	 17.261
          0.120	  0.867	 -0.070	 -0.229	-16.780	 -1.425	 14.657
          0.130	  0.882	 -0.062	 -0.223	-16.508	 -1.857	 12.014
          0.140	  0.894	 -0.044	 -0.223	-15.781	 -1.218	  9.519
          0.150	  0.929	 -0.026	 -0.226	-14.413	 -0.526	  7.382
          0.160	  0.958	 -0.009	 -0.217	-11.982	  0.233	  5.606
          0.170	  0.958	  0.006	 -0.217	 -9.642	  0.793	  4.577
          0.180	  0.970	  0.038	 -0.199	 -7.330	  0.540	  4.073
          0.190	  0.961	  0.050	 -0.187	 -5.217	  0.340	  4.088
          0.200	  0.961	  0.067	 -0.182	 -3.436	 -0.872	  4.272
          0.210	  0.946	  0.082	 -0.173	 -2.120	 -1.191	  4.699
          0.220	  0.949	  0.085	 -0.164	 -0.886	 -1.085	  5.070
          0.230	  0.949	  0.085	 -0.141	  0.611	 -0.752	  4.848
          0.240	  0.946	  0.082	 -0.123	  2.318	 -0.865	  4.047
          0.250	  0.955	  0.067	 -0.120	  3.653	 -1.704	  2.502
          0.260	  0.967	  0.053	 -0.114	  2.905	 -1.524	  0.109
          0.270	  0.964	  0.038	 -0.103	  1.136	 -1.704	 -2.034
          0.280	  0.990	  0.015	 -0.085	 -0.803	 -2.396	 -3.465
          0.290	  1.005	  0.006	 -0.079	 -3.335	 -3.855	 -4.652
          0.300	  1.002	 -0.006	 -0.076	 -7.184	 -3.556	 -5.452
          0.310	  0.979	 -0.023	 -0.073	-11.551	 -1.977	 -5.661
